Entry	Status	yourlist:M201904245C475328CEF75220C360D524E9D456CE077D18J
P0C271	reviewed	YNL097C-B
P01120	reviewed	YNL098C
P50946	reviewed	YNL099C
P50945	reviewed	YNL100W
P50944	reviewed	YNL101W
P13382	reviewed	YNL102W
P06208	reviewed	YNL104C
P50942	reviewed	YNL106C
P53930	reviewed	YNL107W
P53929	reviewed	YNL108C
P53927	reviewed	YNL110C
P40312	reviewed	YNL111C
P24783	reviewed	YNL112W
P28000	reviewed	YNL113W
P53925	reviewed	YNL115C
P53924	reviewed	YNL116W
P30952	reviewed	YNL117W
P53550	reviewed	YNL118C
P53923	reviewed	YNL119W
P07213	reviewed	YNL121C
P53921	reviewed	YNL122C
P53920	reviewed	YNL123W
P53919	reviewed	YNL124W
P53918	reviewed	YNL125C
P53540	reviewed	YNL126W
P53917	reviewed	YNL127W
P53916	reviewed	YNL128W
P53915	reviewed	YNL129W
P17898	reviewed	YNL130C
Q3E808	reviewed	YNL130C-A
P49334	reviewed	YNL131W
P53914	reviewed	YNL132W
P53913	reviewed	YNL133C
P53912	reviewed	YNL134C
P20081	reviewed	YNL135C
P53911	reviewed	YNL136W
P27929	reviewed	YNL137C
P17555	reviewed	YNL138W
P0C074	reviewed	YNL138W-A
P53552	reviewed	YNL139C
P53910	reviewed	YNL140C
P53909	reviewed	YNL141W
P41948	reviewed	YNL142W
P53908	reviewed	YNL143C
P53907	reviewed	YNL144C
P34166	reviewed	YNL145W
Q3E7Z1	reviewed	YNL146C-A
P53906	reviewed	YNL146W
P53905	reviewed	YNL147W
P53904	reviewed	YNL148C
P53903	reviewed	YNL149C
P17890	reviewed	YNL151C
P53901	reviewed	YNL152W
P53900	reviewed	YNL153C
P23292	reviewed	YNL154C
P53899	reviewed	YNL155W
P53898	reviewed	YNL156C
P53897	reviewed	YNL157W
P53896	reviewed	YNL158W
P53895	reviewed	YNL159C
P38616	reviewed	YNL160W
P53894	reviewed	YNL161W
P0CX27	reviewed	YHR141C,YNL162W
P0CX28	reviewed	YHR141C,YNL162W
Q3E7A8	reviewed	YNL162W-A
P53893	reviewed	YNL163C
P53892	reviewed	YNL164C
P53891	reviewed	YNL165W
P53890	reviewed	YNL166C
Q02100	reviewed	YNL167C
P53889	reviewed	YNL168C
P39006	reviewed	YNL169C
P53886	reviewed	YNL172W
P53885	reviewed	YNL173C
P53883	reviewed	YNL175C
P53882	reviewed	YNL176C
P53881	reviewed	YNL177C
P05750	reviewed	YNL178W
P53879	reviewed	YNL180C
P53878	reviewed	YNL181W
P53877	reviewed	YNL182C
P22211	reviewed	YNL183C
P53876	reviewed	YNL184C
P53875	reviewed	YNL185C
P53874	reviewed	YNL186W
P53873	reviewed	YNL187W
P11927	reviewed	YNL188W
Q02821	reviewed	YNL189W
P53872	reviewed	YNL190W
P53871	reviewed	YNL191W
P08004	reviewed	YNL192W
P53870	reviewed	YNL193W
P40169	reviewed	YNL194C
P40168	reviewed	YNL195C
P40167	reviewed	YNL196C
P34761	reviewed	YNL197C
Q01722	reviewed	YNL199C
P40165	reviewed	YNL200C
P40164	reviewed	YNL201C
P32573	reviewed	YNL202W
P32572	reviewed	YNL204C
P40161	reviewed	YNL206C
P40160	reviewed	YNL207W
P40159	reviewed	YNL208W
P40150	reviewed	YNL209W
P16523	reviewed	YNL210W
P53869	reviewed	YNL211C
P40157	reviewed	YNL212W
P40156	reviewed	YNL213C
P40155	reviewed	YNL214W
P40154	reviewed	YNL215W
P11938	reviewed	YNL216W
P40152	reviewed	YNL217W
P40151	reviewed	YNL218W
P53868	reviewed	YNL219C
P80210	reviewed	YNL220W
P41812	reviewed	YNL221C
P53538	reviewed	YNL222W
P53867	reviewed	YNL223W
P53866	reviewed	YNL224C
P53865	reviewed	YNL225C
P53863	reviewed	YNL227C
P23202	reviewed	YNL229C
P53861	reviewed	YNL230C
P53860	reviewed	YNL231C
P53859	reviewed	YNL232W
P53858	reviewed	YNL233W
P53857	reviewed	YNL234W
P32259	reviewed	YNL236W
P53584	reviewed	YNL237W
P13134	reviewed	YNL238W
Q01532	reviewed	YNL239W
P23503	reviewed	YNL240C
P11412	reviewed	YNL241C
P53855	reviewed	YNL242W
P33338	reviewed	YNL243W
P32911	reviewed	YNL244C
P53854	reviewed	YNL245C
P53853	reviewed	YNL246W
P53852	reviewed	YNL247W
Q01080	reviewed	YNL248C
P53583	reviewed	YNL249C
P12753	reviewed	YNL250W
P53617	reviewed	YNL251C
P36528	reviewed	YNL252C
P53851	reviewed	YNL253W
P53850	reviewed	YNL254C
P53849	reviewed	YNL255C
P53848	reviewed	YNL256W
P38717	reviewed	YNL257C
P53847	reviewed	YNL258C
P38636	reviewed	YNL259C
P53846	reviewed	YNL260C
P50874	reviewed	YNL261W
P21951	reviewed	YNL262W
P53845	reviewed	YNL263C
P53844	reviewed	YNL264C
P53843	reviewed	YNL265C
P39104	reviewed	YNL267W
P32487	reviewed	YNL268W
P53841	reviewed	YNL269W
P38971	reviewed	YNL270C
P41832	reviewed	YNL271C
P17065	reviewed	YNL272C
P53840	reviewed	YNL273W
P53839	reviewed	YNL274C
P53838	reviewed	YNL275W
P08465	reviewed	YNL277W
Q3E7Z0	reviewed	YNL277W-A
P53836	reviewed	YNL278W
P53835	reviewed	YNL279W
P32462	reviewed	YNL280C
P53834	reviewed	YNL281W
P53833	reviewed	YNL282W
P53832	reviewed	YNL283C
P36520	reviewed	YNL284C
P53830	reviewed	YNL286W
P32074	reviewed	YNL287W
P53829	reviewed	YNL288W
P24867	reviewed	YNL289W
P38629	reviewed	YNL290W
P41821	reviewed	YNL291C
P48567	reviewed	YNL292W
P48566	reviewed	YNL293W
P48565	reviewed	YNL294C
P48564	reviewed	YNL295W
P48563	reviewed	YNL297C
P48562	reviewed	YNL298W
P48561	reviewed	YNL299W
P48560	reviewed	YNL300W
P07281	reviewed	YNL302C
P48559	reviewed	YNL304W
P48558	reviewed	YNL305C
P42847	reviewed	YNL306W
P21965	reviewed	YNL307C
P42846	reviewed	YNL308C
P42845	reviewed	YNL309W
P42844	reviewed	YNL310C
P42843	reviewed	YNL311C
P26754	reviewed	YNL312W
P42842	reviewed	YNL313C
P21705	reviewed	YNL314W
P32453	reviewed	YNL315C
P32452	reviewed	YNL316C
P42841	reviewed	YNL317W
P42833	reviewed	YNL318C
P42840	reviewed	YNL320W
P42839	reviewed	YNL321W
P17260	reviewed	YNL322C
P42838	reviewed	YNL323W
P42837	reviewed	YNL325C
P42836	reviewed	YNL326C
P42835	reviewed	YNL327W
P42834	reviewed	YNL328C
P33760	reviewed	YNL329C
P32561	reviewed	YNL330C
P42884	reviewed	YNL331C
P42883	reviewed	YNL332W
P53824	reviewed	YNL333W
P53823	reviewed	YNL334C
P0CH63	reviewed	YFL061W,YNL335W
P0CH64	reviewed	YFL061W,YNL335W
P53822	reviewed	YNL336W
P53819	reviewed	YNL339C
P00890	reviewed	YNR001C
P32907	reviewed	YNR002C
P32910	reviewed	YNR003C
P40342	reviewed	YNR004W
P40343	reviewed	YNR006W
P40344	reviewed	YNR007C
P40345	reviewed	YNR008W
P53718	reviewed	YNR009W
P33308	reviewed	YNR010W
P20095	reviewed	YNR011C
P27515	reviewed	YNR012W
P27514	reviewed	YNR013C
P53719	reviewed	YNR014W
P53720	reviewed	YNR015W
Q00955	reviewed	YNR016C
P32897	reviewed	YNR017W
P53721	reviewed	YNR018W
P53629	reviewed	YNR019W
P53723	reviewed	YNR021W
P53724	reviewed	YNR022C
P53628	reviewed	YNR023W
P53725	reviewed	YNR024W
P11655	reviewed	YNR026C
P53727	reviewed	YNR027W
P53728	reviewed	YNR028W
P53729	reviewed	YNR029C
P53730	reviewed	YNR030W
P53599	reviewed	YNR031C
Q6Q546	reviewed	YNR032C-A
P32838	reviewed	YNR032W
P37254	reviewed	YNR033W
P50278	reviewed	YNR034W
Q3E841	reviewed	YNR034W-A
P53731	reviewed	YNR035C
P53732	reviewed	YNR036C
P53733	reviewed	YNR037C
P53734	reviewed	YNR038W
P53735	reviewed	YNR039C
P53736	reviewed	YNR040W
P32378	reviewed	YNR041C
P32377	reviewed	YNR043W
P32323	reviewed	YNR044W
P07390	reviewed	YNR045W
P53738	reviewed	YNR046W
P53739	reviewed	YNR047W
P53740	reviewed	YNR048W
P53604	reviewed	YNR049C
P38999	reviewed	YNR050C
P53741	reviewed	YNR051C
P39008	reviewed	YNR052C
P53742	reviewed	YNR053C
P53743	reviewed	YNR054C
P53389	reviewed	YNR055C
P53744	reviewed	YNR056C
P53630	reviewed	YNR057C
P50277	reviewed	YNR058W
P53745	reviewed	YNR059W
P53746	reviewed	YNR060W
P53747	reviewed	YNR061C
P53748	reviewed	YNR062C
P53749	reviewed	YNR063W
P53750	reviewed	YNR064C
P53751	reviewed	YNR065C
P53752	reviewed	YNR066C
P53753	reviewed	YNR067C
P53754	reviewed	YNR068C
P53755	reviewed	YNR069C
P53756	reviewed	YNR070W
P53757	reviewed	YNR071C
P53631	reviewed	YNR072W
P0CX08	reviewed	YEL070W,YNR073C
P0CX09	reviewed	YEL070W,YNR073C
P52923	reviewed	YNR074C
Q8TGJ2	reviewed	YNR075C-A
P52924	reviewed	YNR075W
P0CE90	reviewed	YLL064C,YNR076W
P0CE91	reviewed	YLL064C,YNR076W
P20052	reviewed	YOL001W
Q12442	reviewed	YOL002C
Q12006	reviewed	YOL003C
P22579	reviewed	YOL004W
P38902	reviewed	YOL005C
P04786	reviewed	YOL006C
Q08054	reviewed	YOL007C
Q08058	reviewed	YOL008W
Q92328	reviewed	YOL009C
Q08096	reviewed	YOL010W
Q08108	reviewed	YOL011W
Q12692	reviewed	YOL012C
Q08109	reviewed	YOL013C
P0C272	reviewed	YOL013W-A
Q08110	reviewed	YOL014W
Q08118	reviewed	YOL015W
P22517	reviewed	YOL016C
Q08119	reviewed	YOL017W
Q08144	reviewed	YOL018C
Q08157	reviewed	YOL019W
Q8TGS2	reviewed	YOL019W-A
P38967	reviewed	YOL020W
Q08162	reviewed	YOL021C
P25040	reviewed	YOL022C
P25038	reviewed	YOL023W
Q08172	reviewed	YOL024W
Q92325	reviewed	YOL025W
Q08176	reviewed	YOL026C
Q08179	reviewed	YOL027C
Q08182	reviewed	YOL028C
Q08187	reviewed	YOL029C
Q08193	reviewed	YOL030W
Q08199	reviewed	YOL031C
Q08202	reviewed	YOL032W
P48525	reviewed	YOL033W
Q08204	reviewed	YOL034W
Q08206	reviewed	YOL036W
Q3E7Z9	reviewed	YOL038C-A
P40303	reviewed	YOL038W
P05319	reviewed	YOL039W
Q01855	reviewed	YOL040C
Q08208	reviewed	YOL041C
Q08213	reviewed	YOL042W
Q08214	reviewed	YOL043C
Q08215	reviewed	YOL044W
Q08217	reviewed	YOL045W
Q08218	reviewed	YOL047C
Q08219	reviewed	YOL048C
Q08220	reviewed	YOL049W
P19659	reviewed	YOL051W
P21182	reviewed	YOL052C
P89113	reviewed	YOL052C-A
Q08223	reviewed	YOL053W
Q12161	reviewed	YOL054W
Q08224	reviewed	YOL055C
Q12326	reviewed	YOL056W
Q08225	reviewed	YOL057W
P22768	reviewed	YOL058W
P41911	reviewed	YOL059W
Q12296	reviewed	YOL060C
Q12265	reviewed	YOL061W
Q99186	reviewed	YOL062C
Q08226	reviewed	YOL063C
P32179	reviewed	YOL064C
Q08227	reviewed	YOL065C
Q12362	reviewed	YOL066C
P32607	reviewed	YOL067C
P53685	reviewed	YOL068C
P33895	reviewed	YOL069W
Q08229	reviewed	YOL070C
Q08230	reviewed	YOL071W
Q08231	reviewed	YOL072W
Q08232	reviewed	YOL073C
Q08234	reviewed	YOL075C
Q12387	reviewed	YOL076W
Q08235	reviewed	YOL077C
P81451	reviewed	YOL077W-A
Q08236	reviewed	YOL078W
Q08237	reviewed	YOL080C
P19158	reviewed	YOL081W
P35193	reviewed	YOL082W
Q12292	reviewed	YOL083W
Q12252	reviewed	YOL084W
P00330	reviewed	YOL086C
Q3E835	reviewed	YOL086W-A
Q99247	reviewed	YOL087C
Q99316	reviewed	YOL088C
Q12180	reviewed	YOL089C
P25847	reviewed	YOL090W
Q12411	reviewed	YOL091W
Q12010	reviewed	YOL092W
Q12400	reviewed	YOL093W
P40339	reviewed	YOL094C
Q12039	reviewed	YOL095C
P27680	reviewed	YOL096C
Q12109	reviewed	YOL097C
Q3E7Y9	reviewed	YOL097W-A
Q12496	reviewed	YOL098C
Q12236	reviewed	YOL100W
Q99393	reviewed	YOL101C
Q12272	reviewed	YOL102C
P30606	reviewed	YOL103W
Q12366	reviewed	YOL104C
Q12215	reviewed	YOL105C
Q12239	reviewed	YOL107W
P13902	reviewed	YOL108C
Q08245	reviewed	YOL109W
P41912	reviewed	YOL110W
Q12285	reviewed	YOL111C
Q12317	reviewed	YOL112W
Q12469	reviewed	YOL113W
Q12322	reviewed	YOL114C
P53632	reviewed	YOL115W
P22148	reviewed	YOL116W
Q12348	reviewed	YOL117W
Q08268	reviewed	YOL119C
P0CX49	reviewed	YNL301C,YOL120C
P0CX50	reviewed	YNL301C,YOL120C
P07280	reviewed	YOL121C
P38925	reviewed	YOL122C
Q99383	reviewed	YOL123W
Q12463	reviewed	YOL124C
Q12383	reviewed	YOL125W
P22133	reviewed	YOL126C
P04456	reviewed	YOL127W
Q12222	reviewed	YOL128C
Q12016	reviewed	YOL129W
Q08269	reviewed	YOL130W
Q08270	reviewed	YOL131W
Q08271	reviewed	YOL132W
Q08273	reviewed	YOL133W
Q08278	reviewed	YOL135C
Q12471	reviewed	YOL136C
Q08280	reviewed	YOL137W
Q08281	reviewed	YOL138C
P07260	reviewed	YOL139C
P18544	reviewed	YOL140W
Q08282	reviewed	YOL141W
Q08285	reviewed	YOL142W
P50861	reviewed	YOL143C
Q08287	reviewed	YOL144W
P89105	reviewed	YOL145C
Q12146	reviewed	YOL146W
Q12462	reviewed	YOL147C
P50875	reviewed	YOL148C
Q12517	reviewed	YOL149W
Q12068	reviewed	YOL151W
Q12333	reviewed	YOL152W
Q12512	reviewed	YOL154W
Q05164	reviewed	YOL155C
Q3E7Y8	reviewed	YOL155W-A
P54862	reviewed	YOL156W
Q08295	reviewed	YOL157C
Q08299	reviewed	YOL158C
Q08300	reviewed	YOL159C
Q3E769	reviewed	YOL159C-A
Q08322	reviewed	YOL161C
P0CF19	reviewed	YOL162W
P0CF20	reviewed	YOL163W
Q08347	reviewed	YOL164W
Q3E7A5	reviewed	YOL164W-A
Q08361	reviewed	YOL165C
Q8TGJ1	reviewed	YOL166W-A
Q12149	reviewed	YOR001W
Q12001	reviewed	YOR002W
P25036	reviewed	YOR003W
Q12339	reviewed	YOR004W
Q08387	reviewed	YOR005C
Q12094	reviewed	YOR006C
Q12118	reviewed	YOR007C
P54867	reviewed	YOR008C
Q3E7B9	reviewed	YOR008C-A
Q12218	reviewed	YOR009W
P33890	reviewed	YOR010C
Q08409	reviewed	YOR011W
Q3E807	reviewed	YOR011W-A
Q12351	reviewed	YOR012W
P38903	reviewed	YOR014W
Q12450	reviewed	YOR016C
P32606	reviewed	YOR017W
Q02805	reviewed	YOR018W
Q99248	reviewed	YOR019W
P38910	reviewed	YOR020C
Q3E824	reviewed	YOR020W-A
Q12314	reviewed	YOR021C
Q12204	reviewed	YOR022C
Q12433	reviewed	YOR023C
P53687	reviewed	YOR025W
P26449	reviewed	YOR026W
P15705	reviewed	YOR027W
P40917	reviewed	YOR028C
Q99234	reviewed	YOR030W
Q12398	reviewed	YOR032C
Q8TGS1	reviewed	YOR032W-A
P39875	reviewed	YOR033C
Q12013	reviewed	YOR034C
Q3E735	reviewed	YOR034C-A
P51534	reviewed	YOR035C
P32854	reviewed	YOR036W
P38909	reviewed	YOR037W
P32480	reviewed	YOR038C
P38930	reviewed	YOR039W
Q12320	reviewed	YOR040W
Q08412	reviewed	YOR042W
P12611	reviewed	YOR043W
Q08416	reviewed	YOR044W
P33448	reviewed	YOR045W
P20449	reviewed	YOR046C
Q02794	reviewed	YOR047C
Q02792	reviewed	YOR048C
Q08421	reviewed	YOR051C
Q08422	reviewed	YOR052C
Q08438	reviewed	YOR054C
Q08444	reviewed	YOR056C
Q08446	reviewed	YOR057W
P50275	reviewed	YOR058C
Q08448	reviewed	YOR059C
Q08457	reviewed	YOR060C
P19454	reviewed	YOR061W
P36025	reviewed	YOR062C
P14126	reviewed	YOR063W
Q08465	reviewed	YOR064C
P07143	reviewed	YOR065W
Q08471	reviewed	YOR066W
P40351	reviewed	YOR067C
Q08474	reviewed	YOR068C
Q92331	reviewed	YOR069W
Q08484	reviewed	YOR070C
Q08485	reviewed	YOR071C
Q3E832	reviewed	YOR072W-B
Q08490	reviewed	YOR073W
P06785	reviewed	YOR074C
P41834	reviewed	YOR075W
Q08491	reviewed	YOR076C
P40962	reviewed	YOR077W
Q08492	reviewed	YOR078W
Q12067	reviewed	YOR079C
Q08496	reviewed	YOR080W
Q12043	reviewed	YOR081C
Q12416	reviewed	YOR083W
Q12405	reviewed	YOR084W
P48439	reviewed	YOR085W
Q12466	reviewed	YOR086C
Q12324	reviewed	YOR087W
P36017	reviewed	YOR089C
Q12511	reviewed	YOR090C
Q12000	reviewed	YOR091W
Q99252	reviewed	YOR092W
Q12275	reviewed	YOR093C
P40994	reviewed	YOR094W
Q12189	reviewed	YOR095C
P26786	reviewed	YOR096W
Q12274	reviewed	YOR097C
P20676	reviewed	YOR098C
P27810	reviewed	YOR099W
Q12289	reviewed	YOR100C
P01119	reviewed	YOR101W
P46964	reviewed	YOR103C
Q12057	reviewed	YOR104W
Q08504	reviewed	YOR105W
Q12241	reviewed	YOR106W
Q99188	reviewed	YOR107W
Q12166	reviewed	YOR108W
Q12271	reviewed	YOR109W
Q12415	reviewed	YOR110W
Q99210	reviewed	YOR111W
Q12453	reviewed	YOR112W
P41696	reviewed	YOR113W
Q12219	reviewed	YOR114W
Q99394	reviewed	YOR115C
P04051	reviewed	YOR116C
P33297	reviewed	YOR117W
Q12108	reviewed	YOR118W
Q12196	reviewed	YOR119C
P14065	reviewed	YOR120W
P07274	reviewed	YOR122C
P38439	reviewed	YOR123C
Q01476	reviewed	YOR124C
P41735	reviewed	YOR125C
P41734	reviewed	YOR126C
P39083	reviewed	YOR127W
P21264	reviewed	YOR128C
Q99222	reviewed	YOR129C
Q12375	reviewed	YOR130C
Q12486	reviewed	YOR131C
P32913	reviewed	YOR132W
P32324	reviewed	YDR385W,YOR133W
Q12128	reviewed	YOR134W
P28241	reviewed	YOR136W
Q12212	reviewed	YOR137C
Q12242	reviewed	YOR138C
P20134	reviewed	YOR140W
Q12386	reviewed	YOR141C
P53598	reviewed	YOR142W
P35202	reviewed	YOR143C
Q12050	reviewed	YOR144C
Q99216	reviewed	YOR145C
Q12171	reviewed	YOR147W
Q02521	reviewed	YOR148C
Q04174	reviewed	YOR149C
Q12487	reviewed	YOR150W
P08518	reviewed	YOR151C
Q99325	reviewed	YOR152C
P33302	reviewed	YOR153W
Q12232	reviewed	YOR154W
Q99312	reviewed	YOR155C
Q12216	reviewed	YOR156C
P25043	reviewed	YOR157C
P17558	reviewed	YOR158W
Q12330	reviewed	YOR159C
Q99189	reviewed	YOR160W
Q12412	reviewed	YOR161C
Q12172	reviewed	YOR162C
Q99321	reviewed	YOR163W
Q12125	reviewed	YOR164C
Q99287	reviewed	YOR165W
Q12104	reviewed	YOR166C
Q3E7X9	reviewed	YOR167C
P13188	reviewed	YOR168W
Q12246	reviewed	YOR171C
Q12340	reviewed	YOR172W
Q12123	reviewed	YOR173W
Q12343	reviewed	YOR174W
Q08548	reviewed	YOR175C
P16622	reviewed	YOR176W
Q08550	reviewed	YOR177C
P28006	reviewed	YOR178C
Q08553	reviewed	YOR179C
Q08558	reviewed	YOR180C
Q12446	reviewed	YOR181W
P0CX33	reviewed	YLR287C-A,YOR182C
P0CX34	reviewed	YLR287C-A,YOR182C
Q08559	reviewed	YOR183W
P33330	reviewed	YOR184W
P32836	reviewed	YOR185C
Q08560	reviewed	YOR186W
P02992	reviewed	YOR187W
P21339	reviewed	YOR188W
Q08561	reviewed	YOR189W
P32603	reviewed	YOR190W
Q08562	reviewed	YOR191W
Q08579	reviewed	YOR192C
Q3E736	reviewed	YOR192C-C
Q08580	reviewed	YOR193W
P32773	reviewed	YOR194C
Q08581	reviewed	YOR195W
P32875	reviewed	YOR196C
Q08601	reviewed	YOR197W
P38934	reviewed	YOR198C
P25270	reviewed	YOR201C
P06633	reviewed	YOR202W
P06634	reviewed	YOR204W
Q08622	reviewed	YOR205C
P39744	reviewed	YOR206W
P22276	reviewed	YOR207C
P29461	reviewed	YOR208W
P39683	reviewed	YOR209C
P22139	reviewed	YOR210W
P32266	reviewed	YOR211C
P18851	reviewed	YOR212W
Q99314	reviewed	YOR213C
Q12282	reviewed	YOR214C
Q12032	reviewed	YOR215C
Q12234	reviewed	YOR216C
P38630	reviewed	YOR217W
P33894	reviewed	YOR219C
Q12044	reviewed	YOR220W
Q12283	reviewed	YOR221C
Q99297	reviewed	YOR222W
Q12015	reviewed	YOR223W
P20436	reviewed	YOR224C
Q12056	reviewed	YOR226C
Q12276	reviewed	YOR227W
Q12106	reviewed	YOR228C
Q12206	reviewed	YOR229W
Q12363	reviewed	YOR230W
P32490	reviewed	YOR231W
P38523	reviewed	YOR232W
Q01919	reviewed	YOR233W
P41056	reviewed	YOR234C
P07807	reviewed	YOR236W
P35843	reviewed	YOR237W
Q08634	reviewed	YOR238W
Q08641	reviewed	YOR239W
Q08645	reviewed	YOR241W
Q08646	reviewed	YOR242C
Q08647	reviewed	YOR243C
Q08649	reviewed	YOR244W
Q08650	reviewed	YOR245C
Q08651	reviewed	YOR246C
Q08673	reviewed	YOR247W
Q08683	reviewed	YOR249C
Q08685	reviewed	YOR250C
Q08686	reviewed	YOR251C
Q08687	reviewed	YOR252W
Q08689	reviewed	YOR253W
P14906	reviewed	YOR254C
Q08692	reviewed	YOR255W
Q08693	reviewed	YOR256C
P06704	reviewed	YOR257W
Q08702	reviewed	YOR258W
P53549	reviewed	YOR259C
P09032	reviewed	YOR260W
Q08723	reviewed	YOR261C
Q08726	reviewed	YOR262W
Q08729	reviewed	YOR264W
P48606	reviewed	YOR265W
P38969	reviewed	YOR266W
Q08732	reviewed	YOR267C
Q08734	reviewed	YOR268C
P39946	reviewed	YOR269W
P32563	reviewed	YOR270C
Q12029	reviewed	YOR271C
Q12024	reviewed	YOR272W
Q12256	reviewed	YOR273C
P07884	reviewed	YOR274W
Q12033	reviewed	YOR275C
P12962	reviewed	YOR276W
P06174	reviewed	YOR278W
Q12192	reviewed	YOR279C
Q99369	reviewed	YOR280C
Q12017	reviewed	YOR281C
Q12040	reviewed	YOR283W
Q12134	reviewed	YOR284W
Q12305	reviewed	YOR285W
Q08742	reviewed	YOR286W
Q12481	reviewed	YOR287C
Q12404	reviewed	YOR288C
Q12012	reviewed	YOR289W
P22082	reviewed	YOR290C
Q12697	reviewed	YOR291W
Q08743	reviewed	YOR292C
Q3E7Y7	reviewed	YOR293C-A
Q08745	reviewed	YOR293W
Q08746	reviewed	YOR294W
Q08747	reviewed	YOR295W
Q08748	reviewed	YOR296W
Q08749	reviewed	YOR297C
O14467	reviewed	YOR298C-A
Q08750	reviewed	YOR298W
Q08754	reviewed	YOR299W
Q08760	reviewed	YOR301W
P08521	reviewed	YOR302W
P07258	reviewed	YOR303W
O14468	reviewed	YOR304C-A
Q08773	reviewed	YOR304W
Q08774	reviewed	YOR305W
Q08777	reviewed	YOR306C
P22215	reviewed	YOR307C
Q12420	reviewed	YOR308C
Q12499	reviewed	YOR310C
Q12382	reviewed	YOR311C
P09937	reviewed	YOR313C
Q12507	reviewed	YOR315W
P32798	reviewed	YOR316C
Q3E806	reviewed	YOR316C-A
P30624	reviewed	YOR317W
Q99181	reviewed	YOR319W
Q12096	reviewed	YOR320C
P47190	reviewed	YOR321W
Q12502	reviewed	YOR322C
P54885	reviewed	YOR323C
Q99332	reviewed	YOR324C
P19524	reviewed	YOR326W
P33328	reviewed	YOR327C
P51533	reviewed	YOR328W
P34758	reviewed	YOR329C
P15801	reviewed	YOR330C
P22203	reviewed	YOR332W
Q01926	reviewed	YOR334W
P40825	reviewed	YOR335C
P22023	reviewed	YOR336W
P47988	reviewed	YOR337W
Q99326	reviewed	YOR338W
P52492	reviewed	YOR339C
P46669	reviewed	YOR340C
P10964	reviewed	YOR341W
Q12182	reviewed	YOR342C
P33122	reviewed	YOR344C
P12689	reviewed	YOR346W
P52489	reviewed	YOR347C
P15380	reviewed	YOR348C
P40987	reviewed	YOR349W
P24720	reviewed	YOR350C
P24719	reviewed	YOR351C
Q08816	reviewed	YOR352W
Q08817	reviewed	YOR353C
Q08818	reviewed	YOR354C
P41913	reviewed	YOR355W
Q08822	reviewed	YOR356W
Q08826	reviewed	YOR357C
Q02516	reviewed	YOR358W
Q08831	reviewed	YOR359W
P06776	reviewed	YOR360C
P06103	reviewed	YOR361C
P21242	reviewed	YOR362C
P52960	reviewed	YOR363C
Q08844	reviewed	YOR365C
Q08873	reviewed	YOR367W
P48581	reviewed	YOR368W
P48589	reviewed	YOR369C
P32864	reviewed	YOR370C
Q08886	reviewed	YOR371C
Q08887	reviewed	YOR372C
P32336	reviewed	YOR373W
P46367	reviewed	YOR374W
P07262	reviewed	YOR375C
Q3E805	reviewed	YOR376W-A
P40353	reviewed	YOR377W
Q08902	reviewed	YOR378W
Q08904	reviewed	YOR380W
Q08905	reviewed	YOR381W
Q3E804	reviewed	YOR381W-A
Q08906	reviewed	YOR382W
Q08907	reviewed	YOR383C
Q08908	reviewed	YOR384W
Q08909	reviewed	YOR385W
P05066	reviewed	YOR386W
Q08910	reviewed	YOR387C
Q08911	reviewed	YOR388C
Q08912	reviewed	YOR389W
Q08913	reviewed	YOR390W
Q08914	reviewed	YOR391C
Q8TGJ0	reviewed	YOR394C-A
P0CX20	reviewed	YDR545W,YLR467W,YOR396W
P0CX21	reviewed	YDR545W,YLR467W,YOR396W
P0CX22	reviewed	YDR545W,YLR467W,YOR396W
Q12341	reviewed	YPL001W
Q12483	reviewed	YPL002C
Q12059	reviewed	YPL003W
Q12230	reviewed	YPL004C
Q12089	reviewed	YPL005W
Q12200	reviewed	YPL006W
Q12308	reviewed	YPL007C
P22516	reviewed	YPL008W
Q12532	reviewed	YPL009C
P53600	reviewed	YPL010W
Q12297	reviewed	YPL011C
Q12754	reviewed	YPL012W
Q02608	reviewed	YPL013C
Q02606	reviewed	YPL014W
P53686	reviewed	YPL015C
P09547	reviewed	YPL016W
Q02733	reviewed	YPL017C
Q02732	reviewed	YPL018W
Q02725	reviewed	YPL019C
Q02724	reviewed	YPL020C
Q02710	reviewed	YPL021W
P06777	reviewed	YPL022W
P46151	reviewed	YPL023C
Q02685	reviewed	YPL024W
Q12505	reviewed	YPL026C
Q02651	reviewed	YPL027W
P41338	reviewed	YPL028W
P32580	reviewed	YPL029W
Q02648	reviewed	YPL030W
P17157	reviewed	YPL031C
Q03088	reviewed	YPL032C
Q03085	reviewed	YPL033C
Q03083	reviewed	YPL034W
P19657	reviewed	YPL036W
Q02642	reviewed	YPL037C
Q03081	reviewed	YPL038W
Q3E7B4	reviewed	YPL038W-A
Q03080	reviewed	YPL039W
P48526	reviewed	YPL040C
Q03079	reviewed	YPL041C
P39073	reviewed	YPL042C
P37838	reviewed	YPL043W
Q03308	reviewed	YPL045W
Q03071	reviewed	YPL046C
Q03067	reviewed	YPL047W
P29547	reviewed	YPL048W
Q03063	reviewed	YPL049C
P39107	reviewed	YPL050C
Q02804	reviewed	YPL051W
Q02803	reviewed	YPL052W
P54070	reviewed	YPL053C
Q02799	reviewed	YPL054W
Q02796	reviewed	YPL055C
Q02786	reviewed	YPL056C
P33300	reviewed	YPL057C
Q02785	reviewed	YPL058C
Q02784	reviewed	YPL059W
